Quote_ID,Original_Quote_Date,Field_info1 (to number),Field_info2,Field_info3,Field_info4,Coverage_info1,Coverage_info2,Coverage_info3 (to number),Sales_info1,Sales_info2,Sales_info3,Sales_info4 (to number),Sales_info5,Personal_info2,Personal_info3 (to number),Personal_info4,Property_info1,Property_info2,Property_info3 (to number),Property_info4,Property_info5,Geographic_info1,Geographic_info2,Geographic_info3,Geographic_info4,Geographic_info5 (to number)
12215,29/12/2014,2,0.887,1113,0,4,22,2,1,5,11,1,0.552504616,15,22,0,0,0,3,1,5,18,4,-1,0,2
15684,3/03/2014,2,0.8922,1113,0,20,22,4,0,5,20,1,0.267466794,5,19,0,0,0,4,1,14,24,11,-1,0,2
11873,27/06/2013,0,0.9919,564,0,9,22,0,0,5,1,4,0.771874442,-1,14,0,0,0,0,1,21,4,20,-1,0,0
13464,26/08/2014,2,0.8928,1113,0,7,22,4,0,5,10,0,0.540011317,6,1,0,0,0,2,0,2,13,6,-1,0,2
25756,11/03/2015,1,0.9153,935,0,6,22,0,1,3,20,0,0.224179522,19,1,0,0,0,3,1,8,2,11,-1,0,1
4110,6/08/2013,0,0.9919,564,0,7,22,0,1,3,21,0,0.978334028,5,14,0,0,0,1,0,12,4,21,-1,1,0
18049,7/01/2015,0,1.0005,548,0,6,22,0,1,3,20,3,0.962564775,21,16,0,0,0,0,0,8,4,18,-1,0,0
14522,28/09/2013,0,0.9919,564,0,3,25,0,1,3,20,6,0.082732742,6,14,0,0,0,9,1,12,4,17,-1,0,0
3632,13/05/2014,1,0.9153,935,0,2,25,8,1,4,11,4,0.886785991,4,1,0,0,0,3,0,11,2,10,25,0,1
24427,17/02/2015,0,0.9893,548,0,10,22,0,1,2,20,0,0.895080112,6,10,0,0,0,0,1,23,4,19,-1,0,0
19846,7/05/2014,2,0.8928,1113,0,3,22,5,1,5,11,3,0.941985824,6,18,0,0,0,0,1,1,24,11,25,0,2
23734,1/04/2015,5,0.8746,1487,1,3,22,2,1,2,20,4,0.630442552,11,8,0,0,0,4,1,7,9,25,-1,0,3
14573,17/02/2014,1,0.9403,935,0,13,22,0,1,4,11,0,0.097876586,-1,1,0,0,0,3,0,23,2,4,-1,0,1
10963,22/12/2014,2,0.887,1113,0,6,22,5,1,5,11,1,0.194829948,5,18,0,0,0,4,1,9,14,5,-1,1,2
3779,29/09/2014,1,0.9153,935,0,12,22,1,0,5,11,1,0.891074513,4,1,0,1,0,3,0,25,1,6,-1,0,1
22092,20/03/2013,3,0.9375,1480,0,12,22,5,1,5,23,3,0.376243374,5,1,0,0,0,0,0,11,11,24,-1,0,3
8500,20/04/2013,0,0.9313,564,0,6,22,4,0,3,15,6,0.905265352,-1,18,0,0,0,0,0,9,4,22,-1,0,0
18572,28/02/2013,1,0.9403,965,0,3,22,8,0,5,24,4,0.922166299,-1,1,0,0,0,6,0,10,2,13,-1,0,1
902,23/07/2013,1,0.9403,965,0,7,22,0,1,4,1,0,0.387366728,6,1,0,1,0,3,1,6,2,4,-1,0,1
6261,27/03/2015,1,0.9153,935,0,10,22,2,1,4,11,2,0.017764608,6,1,0,0,0,3,1,25,2,4,-1,0,1
16925,12/12/2014,1,0.9153,935,0,5,22,1,1,5,11,2,0.883182441,18,1,0,0,0,3,1,18,2,13,-1,0,1
12131,11/03/2014,0,0.9566,548,0,5,22,0,0,5,20,0,0.491705879,-1,2,0,0,0,0,1,4,4,19,-1,0,0
12282,17/04/2013,2,0.9769,1165,0,9,22,4,1,5,23,3,0.489323366,6,1,0,0,0,4,0,5,14,6,-1,0,2
15748,15/03/2014,1,0.9153,935,0,9,22,1,1,5,20,0,0.787852165,7,1,0,0,0,3,1,23,1,6,-1,0,1
24189,5/11/2013,0,0.9919,564,0,15,22,8,1,3,20,0,0.838167848,5,22,0,0,0,8,1,23,4,20,-1,0,0
10696,22/08/2014,2,0.8928,1113,0,8,22,5,1,5,11,2,0.029945202,1,1,0,0,0,4,0,4,14,9,-1,0,2
13786,30/03/2015,1,0.9153,935,0,13,22,1,0,4,20,5,0.933944845,-1,1,0,0,0,3,0,21,2,11,-1,0,1
22868,16/06/2014,0,1.0006,548,0,13,25,0,1,5,20,1,0.499240574,5,8,0,0,0,8,1,17,4,16,-1,0,0
13285,23/09/2014,2,0.8928,1113,0,11,22,4,1,3,20,0,0.534323069,7,22,0,1,0,4,1,14,3,5,-1,0,2
10046,18/08/2014,2,0.8928,1113,0,3,22,2,1,5,11,1,0.12339925,7,1,0,0,0,6,0,2,21,15,-1,0,2
10272,3/07/2014,0,1.0006,548,0,8,25,0,1,2,20,4,0.67090059,7,8,0,1,0,5,0,12,4,16,-1,0,0
18495,26/02/2015,4,0.887,1113,1,4,22,2,1,5,11,4,0.270459825,4,4,0,0,0,3,1,1,15,4,-1,0,2
8355,3/04/2013,1,0.9403,965,0,1,22,1,1,5,23,3,0.391297874,4,1,0,0,0,3,0,14,2,10,-1,0,1
9911,19/02/2013,1,0.9403,965,0,25,22,8,0,5,23,0,0.064015129,7,1,0,0,0,3,1,25,1,4,-1,0,1
3517,3/09/2013,1,0.9403,965,0,4,22,1,1,5,4,0,0.006075407,12,1,0,0,0,0,0,9,2,4,-1,0,1
173,5/04/2013,1,0.9403,965,0,3,22,0,1,4,23,2,0.252025136,-1,1,0,0,0,3,0,13,2,10,-1,0,1
4457,22/03/2014,0,0.9566,548,0,11,25,0,1,5,20,6,0.375573292,-1,18,0,0,0,0,1,21,4,18,-1,1,0
18070,28/01/2013,1,0.9219,965,0,7,22,8,1,5,23,1,0.167356603,6,1,0,1,0,0,0,20,2,13,-1,0,1
8842,10/04/2014,2,0.8922,1113,0,6,22,4,1,4,11,4,0.307150515,7,20,0,0,0,4,1,5,14,6,-1,0,2
11890,28/06/2014,1,0.9153,935,0,12,25,0,1,4,11,6,0.864837096,6,1,0,0,0,3,1,13,2,13,-1,0,1
22088,1/03/2015,4,0.887,1113,1,7,22,4,1,5,11,5,0.594809101,9,14,0,0,0,4,1,8,25,4,-1,0,2
2688,4/03/2015,5,0.893,1487,1,7,22,5,1,3,11,4,0.178479957,8,2,0,0,0,1,1,2,11,24,-1,0,3
15099,15/04/2013,1,0.9403,965,0,4,22,0,1,4,23,1,0.484424325,4,1,0,0,0,3,1,3,2,4,-1,0,1
13109,13/12/2013,0,0.9838,564,0,1,22,0,1,3,20,2,0.153269998,5,12,0,0,0,8,1,9,4,18,-1,0,0
18327,8/12/2014,1,0.9153,935,0,7,22,0,1,4,11,1,0.353237239,-1,1,0,0,0,3,1,21,2,11,-1,0,1
18062,30/08/2013,0,0.9919,564,0,8,25,0,1,2,21,0,0.499285246,6,4,0,0,0,0,1,20,4,19,-1,0,0
10415,9/07/2014,0,1.0006,548,0,4,22,0,0,4,11,1,0.949163143,-1,12,0,0,0,6,0,5,4,22,-1,0,0
23758,24/03/2015,4,0.887,1113,1,17,22,4,1,4,11,3,0.470903568,-1,9,0,0,0,2,1,15,12,5,-1,0,2
10146,2/07/2014,1,0.9153,935,0,7,22,1,0,5,11,0,0.460584311,-1,1,0,0,0,3,0,22,2,9,-1,0,1
17150,26/12/2014,5,0.9108,1487,1,5,22,2,1,2,20,1,0.858225624,12,8,0,0,0,4,1,7,9,24,-1,0,3
7621,21/08/2013,1,0.9403,965,0,6,22,0,1,3,21,3,0.336917029,4,1,0,0,0,6,0,14,2,13,-1,0,1
24399,13/08/2014,2,0.8928,1113,0,5,22,5,1,5,11,3,0.207561499,-1,1,0,0,0,5,0,2,13,10,-1,0,2
23546,30/09/2013,1,0.9403,965,0,23,22,1,0,5,20,0,0.997409018,7,1,0,0,0,1,0,25,2,9,-1,0,1
11973,3/04/2013,3,0.9525,1480,0,11,22,3,0,3,16,3,0.797933171,-1,7,0,0,0,8,1,8,9,23,-1,0,3
22601,6/04/2013,2,0.9769,1165,0,7,22,4,1,5,23,6,0.686774078,-1,5,0,0,0,1,1,7,25,16,-1,0,2
22386,24/08/2014,2,0.8928,1113,0,4,22,5,1,5,11,5,0.074617309,6,4,0,0,0,4,1,3,25,16,-1,0,2
8334,10/04/2013,0,0.9313,564,0,-1,22,0,0,3,15,3,0.967031985,16,1,0,0,0,15,1,20,4,21,-1,0,0
25785,31/05/2013,0,0.9313,564,0,5,22,0,1,3,16,2,0.306003931,7,12,0,0,0,0,0,11,4,22,-1,0,0
21321,31/01/2014,0,0.9838,548,0,6,22,0,1,3,20,6,0.242912026,22,0,0,0,0,0,1,19,4,21,-1,0,0
8749,5/01/2014,0,0.9838,548,0,3,22,0,1,5,20,5,0.745190303,6,19,0,0,0,0,1,5,4,16,-1,0,0
23263,18/04/2014,2,0.8922,1113,0,10,25,4,1,5,11,2,0.137336947,6,10,0,0,0,5,1,10,24,14,-1,0,2
9409,28/04/2015,4,0.887,1113,1,9,22,4,1,5,11,0,0.272991244,5,8,0,0,0,1,1,15,14,5,-1,0,2
13670,18/09/2013,0,0.9919,564,0,3,2,4,0,3,16,3,0.935240336,4,22,0,0,0,8,0,7,4,16,-1,0,0
19979,25/11/2013,1,0.9403,965,0,12,22,0,1,2,20,1,0.239502055,8,1,0,0,0,3,1,22,2,4,-1,0,1
4367,27/08/2014,2,0.8928,1113,0,4,22,5,1,4,11,4,0.151200191,12,8,0,0,0,5,1,2,25,10,-1,0,2
15304,26/03/2015,1,0.9153,935,0,10,25,1,0,5,20,5,0.135401156,-1,1,0,0,0,3,0,22,2,14,-1,0,1
8504,17/05/2015,1,0.9153,935,0,6,22,1,1,5,11,5,0.02503127,-1,1,0,0,0,6,0,24,2,9,-1,0,1
23631,16/10/2014,1,0.9153,935,0,25,22,0,1,3,20,4,0.171525999,5,1,0,0,0,3,1,22,2,13,-1,0,1
7682,28/09/2013,1,0.9403,965,0,5,2,1,0,5,24,3,0.982428971,15,1,0,0,0,3,1,14,2,9,-1,0,1
3721,8/10/2013,1,0.9403,965,0,9,22,1,0,5,20,0,0.748466258,6,1,0,0,0,3,1,11,2,12,-1,0,1
17564,16/07/2014,1,0.9153,935,0,9,22,0,0,3,20,2,0.183140747,6,1,0,0,0,3,1,22,2,4,-1,0,1
2790,2/10/2013,1,0.9403,965,0,2,22,1,1,5,4,0,0.806763357,17,1,0,0,0,6,0,1,2,4,-1,0,1
19334,12/06/2013,1,0.9403,965,0,13,22,1,0,5,17,0,0.457769968,4,1,0,0,0,10,0,23,1,6,-1,0,1
24981,7/05/2014,0,1.0006,548,0,2,25,0,1,4,11,3,0.566501876,8,27,0,0,0,0,1,2,4,18,-1,0,0
7023,6/06/2013,2,0.9691,1165,0,6,22,4,0,4,22,4,0.757594258,-1,18,0,0,0,4,1,4,3,5,-1,0,2
17460,3/04/2013,0,0.9313,564,0,10,25,0,1,3,15,3,0.360191197,8,13,0,0,0,6,0,17,4,21,-1,0,0
2216,26/03/2015,4,0.887,1113,1,9,22,5,1,5,22,4,0.335636429,12,1,0,1,0,4,0,16,24,14,-1,0,2
7778,18/10/2014,0,1.0006,548,0,12,22,8,1,3,20,6,0.911310977,-1,8,0,0,0,0,1,21,4,19,-1,0,0
12641,31/12/2014,1,0.9153,935,0,8,22,0,1,4,11,3,0.621999523,24,1,0,0,0,0,1,11,2,13,-1,0,1
13981,15/05/2015,0,1.0101,548,0,6,22,0,1,5,11,2,0.211492644,23,4,0,0,0,0,0,15,4,21,-1,0,0
20131,21/08/2014,2,0.8928,1113,0,1,22,2,1,5,11,4,0.624069331,4,27,0,0,0,6,0,1,14,4,-1,0,2
11139,3/03/2014,0,0.9566,548,0,3,22,0,1,3,20,1,0.95249866,23,12,0,0,0,3,1,3,4,17,-1,0,0
12563,8/11/2013,2,0.9258,1165,0,11,2,4,1,4,22,2,0.136845554,7,3,0,0,0,10,1,18,15,4,-1,0,2
16301,19/06/2013,1,0.9403,965,0,4,22,0,1,2,17,3,0.648534755,5,1,0,0,0,0,0,23,2,10,-1,0,1
21742,11/10/2014,2,0.8793,1113,0,6,22,4,1,5,11,6,0.139540771,6,9,0,0,0,4,1,6,24,15,-1,0,2
2669,22/04/2014,1,0.9153,935,0,7,25,0,1,4,11,4,0.011614748,-1,1,0,0,0,3,0,22,2,9,-1,0,1
9772,18/08/2013,0,0.9919,564,0,1,22,0,0,5,4,5,0.786616237,12,4,0,1,0,0,0,4,4,17,-1,0,0
9101,6/04/2015,0,1.0101,548,0,6,22,0,1,4,11,2,0.260095896,6,5,0,0,0,8,0,4,4,17,-1,0,0
14984,16/09/2013,1,0.9403,965,0,13,22,1,1,5,20,1,0.203481446,7,1,0,0,0,3,0,24,2,4,-1,0,1
18162,19/01/2015,1,0.9153,935,0,12,22,0,1,2,20,1,0.334355828,10,1,0,1,0,3,1,19,2,14,-1,0,1
17301,22/04/2015,1,0.9153,935,0,9,22,1,1,5,11,3,0.460316279,13,1,0,0,0,3,0,17,1,4,-1,0,1
14166,2/06/2014,0,1.0006,548,0,10,22,0,1,3,20,0,0.850378224,6,5,0,0,0,0,1,16,4,18,-1,0,0
23369,24/05/2014,1,0.9153,935,0,7,25,0,1,4,11,6,0.10028888,6,1,0,0,0,1,1,24,2,14,-1,0,1
11436,30/09/2013,0,0.9919,564,0,4,22,0,1,5,4,1,0.888617547,-1,9,0,0,0,0,1,10,4,17,-1,0,0
18991,11/10/2013,0,0.9919,564,0,7,25,6,1,4,4,1,0.124009768,5,11,0,0,0,0,1,12,4,19,-1,0,0
14643,14/05/2014,2,0.8928,1113,0,8,22,4,1,5,11,3,0.706012866,18,1,0,0,0,11,0,3,25,15,-1,0,2
15441,7/04/2014,0,1.0006,548,0,5,22,0,0,4,11,1,0.55003276,6,12,0,1,0,0,1,6,4,16,-1,0,0
25482,22/07/2014,1,0.9153,935,0,9,22,1,1,5,11,0,0.3939782,8,1,0,0,0,3,0,7,2,14,-1,0,1
17754,16/03/2015,0,1.0101,548,0,3,22,10,1,3,20,1,0.677288701,-1,18,0,1,0,0,1,11,4,19,-1,0,0
4980,13/02/2015,4,0.887,1113,1,4,22,5,1,5,11,2,0.814104473,-1,8,0,0,0,4,1,3,25,16,-1,0,2
11062,28/04/2014,3,0.9392,1487,0,8,22,3,1,5,11,1,0.954940735,8,8,0,0,0,0,1,6,11,24,-1,0,3
23901,1/04/2014,1,0.9153,935,0,9,22,0,1,3,20,0,0.466510811,6,1,0,0,0,3,1,4,2,4,-1,0,1
2160,15/07/2013,1,0.9403,965,0,6,22,1,0,5,17,1,0.946735958,7,1,0,0,0,3,0,8,2,4,-1,0,1
14850,31/01/2014,2,0.8922,1113,0,2,1,11,1,5,7,2,0.616385729,4,1,0,0,0,8,0,1,24,14,-1,1,2
4739,30/07/2014,0,1.0006,548,0,7,25,0,0,2,20,3,0.652614807,4,15,0,0,0,12,1,16,4,20,-1,0,0
23177,27/03/2014,0,0.9566,548,0,10,22,0,0,3,20,4,0.630114956,4,16,0,0,0,0,1,20,4,21,-1,0,0
25886,5/08/2014,2,0.8928,1113,0,4,22,5,1,5,11,2,0.738459706,-1,1,0,0,0,4,0,4,13,8,-1,0,2
15542,21/09/2013,1,0.9403,965,0,8,22,0,1,3,20,6,0.889972601,6,1,0,0,0,3,1,17,2,8,-1,0,1
9589,21/05/2014,0,1.0006,548,0,8,22,0,1,5,20,3,0.626645423,-1,20,0,0,0,0,0,16,4,21,-1,0,0
19651,3/09/2013,2,0.9497,1165,0,9,22,4,1,5,4,0,0.765114063,8,1,0,0,0,0,0,9,24,12,-1,0,2
25688,24/11/2013,3,0.9482,1480,0,25,22,3,0,5,7,5,0.689543749,-1,18,0,0,0,0,1,18,9,25,-1,0,3
13168,30/12/2014,2,0.887,1113,0,14,22,5,1,5,11,0,0.146852106,-1,20,0,0,0,3,1,18,15,4,-1,0,2
24591,12/08/2014,2,0.8928,1113,0,4,2,9,1,5,11,4,0.449877896,-1,29,0,0,0,6,1,7,15,4,-1,0,2
25591,7/03/2014,2,0.8922,1113,0,7,22,4,0,5,20,2,0.047546012,1,1,0,0,0,1,0,3,14,5,-1,0,2
13199,18/02/2015,4,0.887,1113,1,21,22,3,1,5,11,3,0.676544166,6,1,0,0,0,3,0,20,24,11,-1,0,2
6580,25/11/2014,2,0.887,1113,0,25,22,4,1,4,11,0,0.696840193,6,9,0,0,0,4,1,21,14,4,-1,0,2
8748,1/05/2014,1,0.9153,935,0,8,22,1,0,5,11,2,0.261316934,6,1,0,0,0,3,1,12,2,4,-1,0,1
23121,23/02/2013,1,0.9403,965,0,13,25,2,1,3,14,6,0.866370838,5,1,0,0,0,3,1,21,2,7,-1,0,1
14824,1/04/2013,0,0.9313,564,0,13,25,0,1,3,15,1,0.727470368,8,12,0,1,0,4,1,20,4,17,-1,0,0
3897,7/11/2014,1,0.9153,935,0,5,2,1,1,5,11,2,0.082970993,7,1,0,0,0,3,1,6,2,7,-1,0,1
11864,12/11/2013,2,0.9258,1165,0,11,22,4,1,3,20,0,0.969891,-1,18,0,0,0,4,1,2,25,4,25,0,2
8940,4/01/2013,2,0.9559,1165,0,1,25,5,1,4,23,0,0.026475669,1,18,0,0,0,1,0,11,18,4,-1,0,2
23237,3/05/2015,0,1.0101,548,0,5,22,0,1,3,20,5,0.163395676,7,27,0,0,0,0,1,12,4,21,-1,0,0
21635,21/08/2014,2,0.8928,1113,0,8,22,4,1,4,11,2,0.643695277,5,0,0,0,0,1,1,8,24,13,-1,0,2
1765,5/01/2014,2,0.8922,1113,0,5,22,2,1,5,7,5,0.986285663,7,5,0,0,0,1,1,5,15,4,-1,0,2
13007,18/06/2014,1,0.9153,935,0,3,22,0,1,3,20,3,0.829992852,9,1,0,0,0,3,0,3,2,4,-1,0,1
7760,4/02/2014,1,0.9403,935,0,17,22,1,0,5,20,0,0.953109179,24,1,0,0,0,10,1,21,2,7,-1,0,1
2464,15/09/2014,3,0.9194,1487,0,11,22,5,1,5,11,1,0.142235988,11,2,0,0,0,6,1,13,9,24,-1,0,3
7977,9/12/2014,1,0.9153,935,0,2,2,0,1,2,20,0,0.597876586,-1,1,0,0,0,3,1,4,2,10,-1,0,1
7464,13/04/2014,0,1.0006,548,0,10,22,0,1,5,20,5,0.504928822,8,16,0,0,0,6,1,20,4,20,-1,0,0
11934,1/05/2015,1,0.9153,935,0,8,2,0,1,3,20,2,0.220456847,6,1,0,0,0,10,0,14,2,4,-1,0,1
6990,11/06/2014,1,0.9153,935,0,4,22,1,0,5,11,3,0.205506582,-1,1,0,1,0,3,1,10,2,4,-1,0,1
24085,18/01/2014,1,0.9403,935,0,11,22,1,1,5,7,6,0.588376318,16,1,0,0,0,10,0,16,2,12,-1,0,1
5873,19/06/2013,2,0.9691,1165,0,17,22,4,1,5,1,3,0.561945321,-1,1,0,0,0,4,0,18,24,15,-1,0,2
18016,10/06/2013,0,0.9919,564,0,5,22,0,1,3,17,4,0.601926857,6,8,0,0,0,0,0,14,4,19,-1,0,0
3451,24/07/2014,2,0.8928,1113,0,5,22,5,1,5,11,4,0.063359938,5,1,0,0,0,5,0,2,24,13,-1,0,2
9869,2/01/2014,0,0.9838,548,0,10,22,0,1,5,7,4,0.834206921,8,3,0,0,0,8,1,18,4,22,-1,0,0
16402,22/07/2013,1,0.9403,965,0,5,25,8,1,4,1,1,0.316993269,-1,1,0,0,0,3,1,8,2,14,-1,0,1
17292,9/10/2013,1,0.9403,965,0,11,22,1,0,5,20,3,0.656471499,6,1,0,0,0,3,0,19,2,6,-1,0,1
25313,16/09/2014,2,0.8928,1113,0,23,22,4,0,5,11,0,0.706563822,20,11,0,0,0,5,1,15,13,7,-1,0,2
14639,5/06/2014,2,0.8928,1113,0,3,22,5,1,5,11,4,0.445663828,1,1,0,0,0,5,0,2,25,10,-1,0,2
23191,19/06/2014,3,0.9392,1487,0,3,25,2,1,5,20,4,0.10687057,-1,6,0,0,0,0,1,7,9,23,-1,0,3
1911,5/03/2015,5,0.893,1487,1,22,22,3,1,5,11,4,0.173178867,21,5,0,0,0,5,1,23,9,23,-1,0,3
21170,3/08/2014,2,0.8928,1113,0,1,22,2,1,4,11,5,0.897447734,2,4,0,0,0,1,0,1,17,4,-1,0,2
15464,10/06/2013,1,0.9403,965,0,15,22,1,0,5,1,1,0.699014236,10,1,0,0,0,3,0,20,2,4,-1,0,1
6388,3/03/2015,0,1.0101,548,0,23,22,0,1,3,11,4,0.061334803,10,8,0,0,0,0,1,25,4,22,-1,0,0
6030,4/07/2014,1,0.9153,935,0,13,22,8,1,3,20,2,0.152838168,6,1,0,0,0,6,0,25,2,9,-1,0,1
20578,14/02/2013,1,0.9403,965,0,6,22,0,1,5,23,4,0.233590446,5,1,0,0,0,3,1,3,2,4,25,0,1
11136,30/07/2013,1,0.9403,965,0,14,22,1,1,5,21,0,0.472303294,24,1,0,0,0,3,0,22,1,15,-1,0,1
4037,2/05/2015,4,0.887,1113,1,18,22,3,1,5,11,6,0.882154982,6,8,0,1,0,4,1,18,25,16,-1,0,2
5385,28/01/2014,3,0.9472,1487,0,7,22,3,1,4,7,0,0.838033832,5,8,0,0,0,0,1,12,9,24,-1,0,3
19758,27/02/2014,1,0.9403,935,0,2,22,1,1,5,20,4,0.110578355,6,1,0,0,0,6,0,2,2,9,-1,0,1
2941,2/07/2013,1,0.9403,965,0,11,22,0,1,3,17,0,0.424921079,4,1,0,1,0,3,1,20,2,10,-1,0,1
23338,2/02/2014,2,0.8922,1113,0,19,22,3,0,5,20,5,0.738563941,23,1,0,0,0,4,0,20,18,4,-1,0,2
16476,17/02/2014,2,0.8922,1113,0,5,22,2,1,4,11,1,0.02799452,-1,18,0,0,0,4,1,8,15,4,-1,0,2
17509,2/03/2015,1,0.9153,935,0,7,22,8,1,3,20,1,0.697450712,22,1,0,0,0,3,1,6,2,11,-1,0,1
13359,7/05/2014,1,0.9153,935,0,5,22,1,1,5,11,0,0.557582346,-1,1,0,0,0,3,0,25,2,10,-1,0,1
17397,22/07/2013,0,0.9919,564,0,13,22,0,0,5,17,1,0.721782119,5,29,0,0,0,5,0,15,4,20,-1,0,0
19739,3/04/2013,3,0.9525,1480,0,4,22,2,1,5,23,3,0.475311216,5,4,0,0,0,0,1,6,9,24,-1,0,3
19361,28/06/2014,1,0.9153,935,0,11,25,1,1,4,11,6,0.52247007,6,1,0,0,0,3,1,11,2,4,-1,1,1
1740,1/02/2013,1,0.9403,965,0,14,22,8,1,5,23,2,0.98875752,23,1,0,1,0,3,0,18,2,6,-1,0,1
2964,20/08/2013,0,0.9919,564,0,7,22,0,0,5,21,0,0.312049556,-1,18,0,0,0,0,1,9,4,18,-1,0,0
13551,19/06/2013,1,0.9403,965,0,9,22,0,1,3,17,0,0.801492048,6,1,0,1,0,6,1,25,1,6,-1,0,1
5722,23/11/2013,0,0.9919,564,0,9,22,0,1,5,7,5,0.976904521,-1,20,0,1,0,0,1,12,4,17,-1,0,0
7518,20/08/2013,1,0.9403,965,0,8,22,8,1,3,21,0,0.246724046,6,1,0,0,0,3,1,21,2,10,-1,0,1
4196,6/10/2013,0,0.9919,564,0,22,22,0,1,5,4,5,0.16708857,14,5,0,0,0,5,1,23,4,22,-1,0,0
20251,27/06/2013,1,0.9403,965,0,14,22,0,1,4,1,4,0.895765084,3,1,0,1,0,3,0,23,2,10,-1,0,1
2243,7/08/2014,1,0.9153,935,0,10,25,2,0,4,11,4,0.961388409,-1,1,0,0,0,3,1,22,2,7,-1,1,1
15708,17/03/2014,1,0.9153,935,0,25,22,1,1,5,20,1,0.001414617,13,1,0,1,0,3,0,15,2,4,-1,0,1
12941,12/08/2014,1,0.9153,935,0,6,22,0,1,3,20,0,0.288283995,5,1,0,0,0,10,1,8,2,11,25,0,1
5813,1/04/2015,4,0.887,1113,1,6,22,2,1,5,11,3,0.660923819,6,1,0,0,0,4,0,4,14,6,-1,0,2
6394,12/07/2013,1,0.9403,965,0,8,22,1,1,5,1,2,0.859312645,6,1,0,1,0,3,0,10,2,4,-1,0,1
21535,19/09/2014,0,1.0006,548,0,11,25,8,1,3,20,2,0.775492882,8,27,0,1,0,0,1,21,4,16,-1,0,0
17937,1/07/2014,2,0.8928,1113,0,4,22,2,1,5,11,0,0.756120079,-1,1,0,0,0,1,0,12,17,4,-1,0,2
9510,27/05/2013,2,0.9691,1165,0,6,22,4,0,5,1,1,0.157037346,6,0,0,0,0,4,1,3,25,10,-1,0,2
9689,4/10/2013,0,0.9919,564,0,19,22,8,1,3,20,2,0.630278754,6,7,0,1,0,6,1,25,4,21,-1,0,0
25509,8/05/2015,0,1.0101,548,0,25,22,0,1,4,11,2,0.573515397,-1,22,0,1,0,0,1,25,4,17,-1,0,0
6694,23/09/2014,1,0.9153,935,0,7,22,0,1,3,20,0,0.89482697,5,1,0,0,0,3,1,9,2,13,-1,0,1
3682,30/07/2013,0,0.9919,564,0,8,22,0,1,5,4,6,0.716957532,-1,8,0,0,0,12,0,8,4,16,-1,0,0
15252,6/05/2014,0,1.0006,548,0,17,22,0,0,5,20,0,0.033265829,2,4,0,0,0,6,1,24,4,22,-1,0,0
3429,14/05/2013,1,0.9403,965,0,13,22,0,1,3,15,2,0.548365001,-1,1,0,0,0,3,1,23,2,13,-1,0,1
18136,12/08/2013,1,0.9403,965,0,3,2,1,0,5,4,1,0.01548633,5,1,0,0,0,0,0,12,2,10,25,0,1
23067,6/01/2015,2,0.887,1113,0,17,22,4,1,5,11,0,0.86958723,-1,10,0,0,0,0,1,18,14,5,-1,0,2
2546,3/01/2015,1,0.9153,935,0,9,22,1,0,5,20,6,0.520057776,7,1,0,0,0,6,0,23,2,9,-1,0,1
15379,28/05/2013,1,0.9403,965,0,12,25,1,0,5,15,1,0.356587647,7,1,0,0,0,3,1,18,2,10,-1,0,1
75,2/05/2013,1,0.9403,965,0,6,22,1,1,5,1,4,0.824989577,6,1,0,0,0,6,0,21,2,11,-1,0,1
16742,19/02/2014,3,0.9472,1487,0,2,22,2,0,5,11,4,0.819375782,12,1,0,0,0,5,0,1,11,25,-1,0,3
2612,20/08/2014,2,0.8928,1113,0,3,22,5,1,4,11,4,0.318809935,5,10,0,0,0,0,1,10,14,5,-1,0,2
9795,31/03/2015,0,1.0101,548,0,22,22,0,1,5,20,0,0.301655846,15,19,0,0,0,0,1,23,4,19,-1,0,0
2264,9/03/2014,1,0.9153,935,0,17,22,1,1,5,20,5,0.793704211,10,1,0,1,0,3,1,21,2,4,-1,0,1
7791,19/06/2014,1,0.9153,935,0,4,22,1,1,5,11,4,0.414557151,18,1,0,0,0,3,0,18,2,10,-1,0,1
4427,14/03/2013,3,0.9375,1480,0,4,22,4,1,3,14,4,0.689603312,-1,29,0,0,0,5,1,2,9,25,-1,0,3
3684,2/05/2015,4,0.887,1113,1,8,22,5,1,5,11,6,0.058594913,23,11,0,0,0,4,1,7,23,13,-1,0,2
21003,4/05/2015,1,0.9153,935,0,8,22,0,1,3,20,1,0.62575198,23,1,0,0,0,3,1,18,2,11,-1,0,1
23645,30/06/2014,3,0.9392,1487,0,6,22,5,1,5,20,1,0.494728691,7,1,0,0,0,1,0,11,9,23,25,0,3
21064,6/12/2014,1,0.9153,935,0,11,22,1,1,5,11,6,0.668592531,13,1,0,1,0,3,1,24,2,7,-1,0,1
25618,3/03/2014,1,0.9153,935,0,3,22,0,1,3,20,1,0.045967598,8,1,0,0,0,3,1,7,2,4,-1,0,1
3946,4/12/2014,1,0.9153,935,0,2,22,1,1,5,11,4,0.24915123,25,1,0,0,0,6,1,7,2,4,-1,0,1
23318,17/04/2015,4,0.887,1113,1,5,22,5,1,3,11,2,0.95887188,5,0,0,0,0,5,1,11,14,5,-1,0,2
1271,18/03/2015,4,0.887,1113,1,15,22,3,0,5,22,3,0.146137352,6,3,0,0,0,4,1,15,24,12,-1,1,2
18575,15/07/2013,3,0.9487,1480,0,2,2,2,1,4,1,1,0.64630115,-1,1,0,0,0,2,0,3,11,23,-1,1,3
